?q=credit|credit|noun|A2|an arrangement that you make, with a shop for example, to pay later for something you buy|/ˈkredɪt/|/ˈkredɪt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cre/credi/credit__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cre/credi/credit__us_1.mp3|<li class="" htag="li"><span class="x">to <span class="cl">get credit</span></span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">on credit</span> <span class="x">We bought the dishwasher on credit.</span></li>;<li class="" htag="li"><span class="x">to offer <span class="cl">interest-free credit</span> <span class="gloss" hclass="gloss" htag="span">(= allow somebody to pay later, without any extra charge)</span></span></li>;<li class="" htag="li"><span class="x">Someone with a bad <span class="cl">credit history</span> is less likely to be lent money.</span></li>;<li class="" htag="li"><span class="x">a credit agreement</span></li>;<li class="" htag="li"><span class="x">a <span class="cl">credit facility</span></span></li>;<li class="" htag="li"><span class="x">Your <span class="cl">credit limit</span> is now £2 000.</span></li>;<li class="" htag="li"><span class="x">He's a bad <span class="cl">credit risk</span> <span class="gloss" hclass="gloss" htag="span">(= he is unlikely to pay the money later)</span>.</span></li>;<li class="" htag="li"><span class="x">The <span class="cl">credit crisis</span> is far from over.</span></li>|https://www.oxfordlearnersdictionaries.com/search/english/?q=credit|<li class="" htag="li"><span class="x">để <span class="cl">nhận được tín dụng</span></span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">on credit</span> <span class="x">Chúng tôi đã mua máy rửa chén bằng hình thức trả góp.</span></li>;<li class="" htag="li"><span class="x">cung cấp <span class="cl">tín dụng không tính lãi suất</span> <span class="gloss" hclass="gloss" htag="span">(= allow somebody to pay later, without any extra charge)</span></span></li>;<li class="" htag="li"><span class="x">Người có lịch sử tín dụng <span class="cl">xấu</span> is less likely to be lent money.</span></li>;<li class="" htag="li"><span class="x">một thỏa thuận tín dụng</span></li>;<li class="" htag="li"><span class="x">một <span class="cl">cơ sở tín dụng</span></span></li>;<li class="" htag="li"><span class="x"><span class="cl">Giới hạn tín dụng của bạn</span> is now £2 000.</span></li>;<li class="" htag="li"><span class="x">Anh ta là một <span class="cl">rủi ro tín dụng tồi</span> <span class="gloss" hclass="gloss" htag="span">(= he is unlikely to pay the money later)</span>.</span></li>;<li class="" htag="li"><span class="x">Cuộc khủng hoảng tín dụng <span class="cl"></span> is far from over.</span></li>|một thỏa thuận mà bạn thực hiện, ví dụ như với một cửa hàng, để trả tiền sau cho thứ bạn mua
?q=criteria|criterion|noun|B2|a standard or principle by which something is judged, or with the help of which a decision is made|/kraɪˈtɪəriən/|/kraɪˈtɪriən/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cri/crite/criterion__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cri/crite/criterion__us_2.mp3|<li class="" htag="li"><span class="x">The main criterion is value for money.</span></li>;<li class="" htag="li"><span class="x">She failed to <span class="cl">meet the</span> strict selection <span class="cl">criteria</span>.</span></li>;<li class="" htag="li"><span class="x">What <span class="cl">criteria are used</span> for assessing a student's ability?</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">criterion for something</span> <span class="x">The criteria for inclusion in the book are set out clearly in the preface.</span></li>|https://www.oxfordlearnersdictionaries.com/search/english/?q=criteria|<li class="" htag="li"><span class="x">Tiêu chí chính là giá trị đồng tiền.</span></li>;<li class="" htag="li"><span class="x">Cô ấy đã không <span class="cl">đáp ứng được</span> strict selection <span class="cl">criteria</span>.</span></li>;<li class="" htag="li"><span class="x">Tiêu chí nào được sử dụng</span> for assessing a student's ability?</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">criterion for something</span> <span class="x">Tiêu chí đưa vào sách được nêu rõ trong phần lời nói đầu.</span></li>|một tiêu chuẩn hoặc nguyên tắc mà theo đó một cái gì đó được đánh giá, hoặc với sự trợ giúp của nó một quyết định được đưa ra
?q=crucial|crucial|adjective|B2|extremely important, because it will affect other things|/ˈkruːʃl/|/ˈkruːʃl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cru/cruci/crucial__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cru/cruci/crucial__us_1.mp3|<li class="" htag="li"><span class="x">The next few weeks are going to be crucial.</span></li>;<li class="" htag="li"><span class="x">Private security cameras can <span class="cl">prove crucial</span> in some investigations.</span></li>;<li class="" htag="li"><span class="x">Parents <span class="cl">play a crucial role</span> in preparing their child for school.</span></li>;<li class="" htag="li"><span class="x">This step is a <span class="cl">crucial part</span> of the process. </span></li>;<li class="" htag="li"><span class="x">a <span class="cl">crucial step/point</span></span></li>;<li class="" htag="li"><span class="x">He wasn't there <span class="cl">at the crucial moment</span> <span class="gloss" hclass="gloss" htag="span">(= when he was needed most)</span>.</span></li>;<li class="" htag="li"><span class="x">a <span class="cl">crucial element/factor/question/issue</span></span></li>;<li class="" htag="li"><span class="x">topics <span class="cl">of crucial importance</span></span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">crucial to something</span> <span class="x">Winning this contract is <span class="cl">absolutely crucial</span> to our long term success.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">crucial for something</span> <span class="x">The talks are crucial for the success of the plan.</span></li>;<li class="" htag="li"><span class="x">Early detection is crucial in the fight against cancer.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">it is crucial that…</span> <span class="x">It is crucial that we get this right.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">crucial in doing something</span> <span class="x">The summit was crucial in shaping the reform process.</span></li>|https://www.oxfordlearnersdictionaries.com/search/english/?q=crucial|<li class="" htag="li"><span class="x">Vài tuần tới sẽ rất quan trọng.</span></li>;<li class="" htag="li"><span class="x">Camera an ninh riêng tư có thể <span class="cl">chứng minh được tầm quan trọng</span> in some investigations.</span></li>;<li class="" htag="li"><span class="x">Cha mẹ <span class="cl">đóng vai trò quan trọng</span> in preparing their child for school.</span></li>;<li class="" htag="li"><span class="x">Bước này là một phần <span class="cl">quan trọng</span> of the process. </span></li>;<li class="" htag="li"><span class="x">một <span class="cl">bước/điểm quan trọng</span></span></li>;<li class="" htag="li"><span class="x">Anh ấy đã không có mặt ở <span class="cl">vào thời điểm quan trọng</span> <span class="gloss" hclass="gloss" htag="span">(= when he was needed most)</span>.</span></li>;<li class="" htag="li"><span class="x">một <span class="cl">yếu tố/nhân tố/câu hỏi/vấn đề quan trọng</span></span></li>;<li class="" htag="li"><span class="x">chủ đề <span class="cl">có tầm quan trọng đặc biệt</span></span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">crucial to something</span> <span class="x">Việc giành được hợp đồng này là <span class="cl">hoàn toàn quan trọng</span> to our long term success.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">crucial for something</span> <span class="x">Các cuộc đàm phán có vai trò quan trọng đối với sự thành công của kế hoạch.</span></li>;<li class="" htag="li"><span class="x">Phát hiện sớm có vai trò quan trọng trong cuộc chiến chống lại ung thư.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">it is crucial that…</span> <span class="x">Điều quan trọng là chúng ta phải làm đúng điều này.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">crucial in doing something</span> <span class="x">Hội nghị thượng đỉnh có vai trò quan trọng trong việc định hình quá trình cải cách.</span></li>|cực kỳ quan trọng, vì nó sẽ ảnh hưởng đến những thứ khác
?q=culture|culture|noun|A1|the customs and beliefs, art, way of life and social organization of a particular country or group|/ˈkʌltʃə(r)/|/ˈkʌltʃər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cul/cultu/culture__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cul/cultu/culture__us_2.mp3|<li class="" htag="li"><span class="x"><span class="cl">African/American/European/Islamic culture</span></span></li>;<li class="" htag="li"><span class="x">working-class culture</span></li>;<li class="" htag="li"><span class="x">the study of Japanese <span class="cl">language and culture</span></span></li>;<li class="" htag="li"><span class="x">Cooking is a hugely important <span class="cl">part of</span> French <span class="cl">culture</span>.</span></li>;<li class="" htag="li"><span class="x">He is no longer in touch with youth culture.</span></li>;<li class="" htag="li"><span class="x">The film examines the culture clash between the generations.</span></li>|https://www.oxfordlearnersdictionaries.com/search/english/?q=culture|<li class="" htag="li"><span class="x"><span class="cl">Văn hóa Châu Phi/Mỹ/Châu Âu/Hồi giáo</span></span></li>;<li class="" htag="li"><span class="x">văn hóa giai cấp công nhân</span></li>;<li class="" htag="li"><span class="x">nghiên cứu về ngôn ngữ và văn hóa Nhật Bản <span class="cl"></span></span></li>;<li class="" htag="li"><span class="x">Nấu ăn là một phần vô cùng quan trọng <span class="cl"></span> French <span class="cl">culture</span>.</span></li>;<li class="" htag="li"><span class="x">Ông không còn liên lạc với văn hóa thanh thiếu niên nữa.</span></li>;<li class="" htag="li"><span class="x">Bộ phim khám phá sự xung đột văn hóa giữa các thế hệ.</span></li>|phong tục và tín ngưỡng, nghệ thuật, lối sống và tổ chức xã hội của một quốc gia hoặc nhóm cụ thể
?q=currency|currency|noun|B1|the system of money that a country uses|/ˈkʌrənsi/|/ˈkɜːrənsi/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cur/curre/currency__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cur/curre/currency__us_1.mp3|<li class="" htag="li"><span class="x">trading in <span class="cl">foreign currencies</span></span></li>;<li class="" htag="li"><span class="x">the single European currency</span></li>;<li class="" htag="li"><span class="x">You'll need some cash in <span class="cl">local currency</span> but you can also use your credit card.</span></li>|https://www.oxfordlearnersdictionaries.com/search/english/?q=currency|<li class="" htag="li"><span class="x">giao dịch bằng <span class="cl">ngoại tệ</span></span></li>;<li class="" htag="li"><span class="x">đồng tiền chung châu Âu</span></li>;<li class="" htag="li"><span class="x">Bạn sẽ cần một ít tiền mặt bằng <span class="cl">tiền tệ địa phương</span> but you can also use your credit card.</span></li>|hệ thống tiền tệ mà một quốc gia sử dụng
?q=cycle|cycle|noun|A2|a bicycle or motorcycle|/ˈsaɪkl/|/ˈsaɪkl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cyc/cycle/cycle__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cyc/cycle/cycle__us_1.mp3|<li class="" htag="li"><span class="x">He was riding his cycle home when he was hit by a lorry.</span></li>;<li class="" htag="li"><span class="x">We went for a cycle ride on Sunday.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">on a cycle</span> <span class="x">Lots of people arrived in cars or on cycles.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">by cycle</span> <span class="x">They completed their journey by cycle.</span></li>|https://www.oxfordlearnersdictionaries.com/search/english/?q=cycle|<li class="" htag="li"><span class="x">Anh ấy đang đạp xe về nhà thì bị một chiếc xe tải đâm phải.</span></li>;<li class="" htag="li"><span class="x">Chúng tôi đã đi đạp xe vào Chủ Nhật.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">on a cycle</span> <span class="x">Rất nhiều người đến bằng ô tô hoặc xe đạp.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">by cycle</span> <span class="x">Họ hoàn thành cuộc hành trình của mình bằng xe đạp.</span></li>|một chiếc xe đạp hoặc xe máy
?q=data|data|noun|A2|facts or information, especially when examined and used to find out things or to make decisions|/ˈdeɪtə/|/ˈdeɪtə/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dat/data_/data__gb_5.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dat/data_/data__us_3_rr.mp3|<li class="" htag="li"><span class="x">We <span class="cl">collected</span> publicly available <span class="cl">data</span> over a 10-day period.</span></li>;<li class="" htag="li"><span class="x">to gather/obtain data</span></li>;<li class="" htag="li"><span class="x">What methods are you using to interpret the data?</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">data on something</span> <span class="x">Researchers <span class="cl">analysed the data</span> on 2 515 patient visits at the Children's Hospital.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">data for something</span> <span class="x">Table 2 provides data for southeast Nebraska.</span></li>;<li class="" htag="li"><span class="x">Our model is based on <span class="cl">experimental data</span>.</span></li>;<li class="" htag="li"><span class="x">published/unpublished data</span></li>;<li class="" htag="li"><span class="x">scientific/historical/clinical data</span></li>;<li class="" htag="li"><span class="x">It is essential to protect your personal data.</span></li>;<li class="" htag="li"><span class="x"><span class="cl">raw data</span> <span class="gloss" hclass="gloss" htag="span">(= that has not been analysed)</span></span></li>;<li class="" htag="li"><span class="x">Multiple <span class="cl">data collection</span> methods were used.</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(specialist)</span> <span class="x">These data show that most cancers are detected as a result of clinical follow-up.</span></li>|https://www.oxfordlearnersdictionaries.com/search/english/?q=data|<li class="" htag="li"><span class="x">Chúng tôi <span class="cl">đã thu thập</span> publicly available <span class="cl">data</span> over a 10-day period.</span></li>;<li class="" htag="li"><span class="x">để thu thập/lấy dữ liệu</span></li>;<li class="" htag="li"><span class="x">Bạn đang sử dụng phương pháp nào để giải thích dữ liệu?</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">data on something</span> <span class="x">Các nhà nghiên cứu <span class="cl">đã phân tích dữ liệu</span> on 2 515 patient visits at the Children's Hospital.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">data for something</span> <span class="x">Bảng 2 cung cấp dữ liệu cho vùng đông nam Nebraska.</span></li>;<li class="" htag="li"><span class="x">Mô hình của chúng tôi dựa trên <span class="cl">dữ liệu thử nghiệm</span>.</span></li>;<li class="" htag="li"><span class="x">dữ liệu đã công bố/chưa công bố</span></li>;<li class="" htag="li"><span class="x">dữ liệu khoa học/lịch sử/lâm sàng</span></li>;<li class="" htag="li"><span class="x">Việc bảo vệ dữ liệu cá nhân của bạn là điều cần thiết.</span></li>;<li class="" htag="li"><span class="x"><span class="cl">dữ liệu thô</span> <span class="gloss" hclass="gloss" htag="span">(= that has not been analysed)</span></span></li>;<li class="" htag="li"><span class="x">Thu thập nhiều <span class="cl">dữ liệu</span> methods were used.</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(specialist)</span> <span class="x">Những dữ liệu này cho thấy hầu hết các bệnh ung thư được phát hiện thông qua việc theo dõi lâm sàng.</span></li>|sự thật hoặc thông tin, đặc biệt khi được xem xét và sử dụng để tìm hiểu sự việc hoặc để đưa ra quyết định
?q=debate|debate|noun|B2|a formal discussion of an issue at a public meeting or in a parliament. In a debate two or more speakers express opposite views and then there is often a vote on the issue.|/dɪˈbeɪt/|/dɪˈbeɪt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/deb/debat/debate__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/deb/debat/debate__us_1.mp3|<li class="" htag="li"><span class="x">the first ever televised presidential debate</span></li>;<li class="" htag="li"><span class="x">The minister opened the debate <span class="gloss" hclass="gloss" htag="span">(= was the first to speak)</span>.</span></li>;<li class="" htag="li"><span class="x">After a long debate, Congress approved the proposal.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">debate on something</span> <span class="x">a debate on transport policy</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">under debate</span> <span class="x">The motion under debate <span class="gloss" hclass="gloss" htag="span">(= being discussed)</span> was put to a vote.</span></li>|https://www.oxfordlearnersdictionaries.com/search/english/?q=debate|<li class="" htag="li"><span class="x">cuộc tranh luận tổng thống đầu tiên trên truyền hình</span></li>;<li class="" htag="li"><span class="x">Bộ trưởng mở đầu cuộc tranh luận <span class="gloss" hclass="gloss" htag="span">(= là người đầu tiên phát biểu)</span>.</span></li>;<li class="" htag="li"><span class="x">Sau một cuộc tranh luận dài, Quốc hội đã thông qua đề xuất này.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">debate on something</span> <span class="x">một cuộc tranh luận về chính sách vận tải</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">under debate</span> <span class="x">Đề xuất đang được tranh luận <span class="gloss" hclass="gloss" htag="span">(= đang được thảo luận)</span> was put to a vote.</span></li>|một cuộc thảo luận chính thức về một vấn đề tại một cuộc họp công khai hoặc tại quốc hội. Trong một cuộc tranh luận, hai hoặc nhiều diễn giả bày tỏ quan điểm trái ngược nhau và sau đó thường có một cuộc bỏ phiếu về vấn đề đó.
?q=decade|decade|noun|B1|a period of ten years, especially a continuous period, such as 1910–1919 or 2000–2009|/ˈdekeɪd/|/ˈdekeɪd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dec/decad/decade__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dec/decad/decade__us_4.mp3|<li class="" htag="li"><span class="x">the early decades of the nineteenth century</span></li>;<li class="" htag="li"><span class="x">The nineties were a decade of rapid advances.</span></li>;<li class="" htag="li"><span class="x">a career <span class="cl">spanning</span> five <span class="cl">decades</span></span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">over a decade</span> <span class="x">He's changed a lot over the <span class="cl">past decade</span>.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">for decades</span> <span class="x">The war may be short but the environmental impacts could last for decades. </span></li>|https://www.oxfordlearnersdictionaries.com/search/english/?q=decade|<li class="" htag="li"><span class="x">những thập niên đầu của thế kỷ XIX</span></li>;<li class="" htag="li"><span class="x">Những năm 90 là thập kỷ của những tiến bộ nhanh chóng.</span></li>;<li class="" htag="li"><span class="x">một sự nghiệp <span class="cl">kéo dài</span> five <span class="cl">decades</span></span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">over a decade</span> <span class="x">Anh ấy đã thay đổi rất nhiều trong <span class="cl">thập kỷ qua</span>.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">for decades</span> <span class="x">Cuộc chiến có thể ngắn nhưng tác động đến môi trường có thể kéo dài trong nhiều thập kỷ.</span></li>|một khoảng thời gian mười năm, đặc biệt là một khoảng thời gian liên tục, chẳng hạn như 1910–1919 hoặc 2000–2009
?q=decline|decline|verb|B2|to become smaller, fewer, weaker, etc.|/dɪˈklaɪn/|/dɪˈklaɪn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dec/decli/decline__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dec/decli/decline__us_2.mp3|<li class="" htag="li"><span class="x">Support for the party continues to decline.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">decline by something</span> <span class="x">Sales of whole milk declined by 4 per cent.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">decline in something</span> <span class="x">The city declined in importance in the nineteenth century.</span></li>;<li class="" htag="li"><span class="x">to decline in popularity/value/number </span></li>;<li class="" htag="li"><span class="x">Jobs in manufacturing have steadily declined.</span></li>;<li class="" htag="li"><span class="x">to decline sharply/significantly/dramatically</span></li>;<li class="" htag="li"><span class="x">to decline rapidly/markedly/substantially </span></li>;<li class="" htag="li"><span class="x">Her health began to decline.</span></li>|https://www.oxfordlearnersdictionaries.com/search/english/?q=decline|<li class="" htag="li"><span class="x">Sự ủng hộ dành cho đảng tiếp tục giảm.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">decline by something</span> <span class="x">Doanh số bán sữa nguyên chất giảm 4 phần trăm.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">decline in something</span> <span class="x">Tầm quan trọng của thành phố đã suy giảm vào thế kỷ XIX.</span></li>;<li class="" htag="li"><span class="x">giảm về mức độ phổ biến/giá trị/số lượng</span></li>;<li class="" htag="li"><span class="x">Số lượng việc làm trong ngành sản xuất liên tục giảm.</span></li>;<li class="" htag="li"><span class="x">giảm mạnh/đáng kể/kịch tính</span></li>;<li class="" htag="li"><span class="x">giảm nhanh chóng/rõ rệt/đáng kể</span></li>;<li class="" htag="li"><span class="x">Sức khỏe của bà bắt đầu suy giảm.</span></li>|trở nên nhỏ hơn, ít hơn, yếu hơn, v.v.
?q=deduce|deduce|verb|D|to form an opinion about something based on the information or evidence that is available|/dɪˈdjuːs/|/dɪˈduːs/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/ded/deduc/deduce__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/ded/deduc/deduce__us_1.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">deduce something (from something)</span> <span class="x">We can deduce a lot from what people choose to buy.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">deduce (from something) that, what, how, etc…</span> <span class="x">Can we deduce from your silence that you do not approve?</span></li>|https://www.oxfordlearnersdictionaries.com/search/english/?q=deduce|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">deduce something (from something)</span> <span class="x">Chúng ta có thể suy ra nhiều điều từ những gì mọi người chọn mua.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">deduce (from something) that, what, how, etc…</span> <span class="x">Từ sự im lặng của bạn, chúng ta có thể suy ra rằng bạn không chấp thuận không?</span></li>|hình thành ý kiến ​​về điều gì đó dựa trên thông tin hoặc bằng chứng có sẵn
?q=define|define|verb|B1|to say or explain what the meaning of a word or phrase is|/dɪˈfaɪn/|/dɪˈfaɪn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/def/defin/define__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/def/defin/define__us_2.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">define something</span> <span class="x">The term ‘mental illness’ is difficult to define.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">define something as something</span> <span class="x">Life imprisonment is defined as 60 years under state law.</span></li>|https://www.oxfordlearnersdictionaries.com/search/english/?q=define|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">define something</span> <span class="x">Thuật ngữ “bệnh tâm thần” rất khó để định nghĩa.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">define something as something</span> <span class="x">Theo luật của tiểu bang, tù chung thân được định nghĩa là 60 năm.</span></li>|để nói hoặc giải thích ý nghĩa của một từ hoặc cụm từ là gì
?q=definite|definite|adjective|B1|sure or certain; unlikely to change|/ˈdefɪnət/|/ˈdefɪnət/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/def/defin/definite__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/def/defin/definite__us_1.mp3|<li class="" htag="li"><span class="x">Can you give me a definite answer by tomorrow?</span></li>;<li class="" htag="li"><span class="x">No definite conclusions can be drawn from this study. </span></li>;<li class="" htag="li"><span class="x">They have very definite ideas on how to bring up children.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">definite that…</span> <span class="x">Is it definite that he's leaving?</span></li>;<li class="" htag="li"><span class="x">I've heard rumours, but nothing definite.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">for definite</span> <span class="x">I'm not sure—I can find out for definite if you like.</span></li>;<li class="" htag="li"><span class="x">That's definite then, is it?</span></li>|https://www.oxfordlearnersdictionaries.com/search/english/?q=definite|<li class="" htag="li"><span class="x">Bạn có thể cho tôi câu trả lời chắc chắn vào ngày mai không?</span></li>;<li class="" htag="li"><span class="x">Không thể rút ra kết luận chắc chắn nào từ nghiên cứu này.</span></li>;<li class="" htag="li"><span class="x">Họ có những ý tưởng rất rõ ràng về cách nuôi dạy con cái.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">definite that…</span> <span class="x">Có chắc chắn là anh ấy sẽ rời đi không?</span></li>;<li class="" htag="li"><span class="x">Tôi có nghe tin đồn nhưng chưa có thông tin chắc chắn.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">for definite</span> <span class="x">Tôi không chắc lắm, tôi có thể tìm hiểu chắc chắn nếu bạn muốn.</span></li>;<li class="" htag="li"><span class="x">Vậy thì chắc chắn rồi phải không?</span></li>|chắc chắn hoặc chắc chắn; không có khả năng thay đổi
?q=demonstrate|demonstrate|verb|B2|to show something clearly by giving proof or evidence|/ˈdemənstreɪt/|/ˈdemənstreɪt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dem/demon/demonstrate__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dem/demon/demonstrate__us_1.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">demonstrate that…</span> <span class="x">New research convincingly demonstrates that age-related memory loss is not inevitable.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">demonstrate something</span> <span class="x">These paintings <span class="cl">demonstrate </span>his extraordinary <span class="cl">ability </span>as a portrait painter.</span></li>;<li class="" htag="li"><span class="x">The award demonstrated the importance that local people place on road safety.</span></li>;<li class="" htag="li"><span class="x">This new anthology <span class="cl">amply demonstrates</span> the range and vitality of modern Scottish poetry.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">demonstrate how, what, etc…</span> <span class="x">This study <span class="cl">clearly demonstrates</span> how fishing can affect an ecosystem.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">demonstrate something to somebody</span> <span class="x">Let me demonstrate to you some of the difficulties we are facing.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">demonstrate somebody/something to be something</span> <span class="x">The theories were demonstrated to be false.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">it is demonstrated that…</span> <span class="x">It has been demonstrated that this drug is effective.</span></li>|https://www.oxfordlearnersdictionaries.com/search/english/?q=demonstrate|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">demonstrate that…</span> <span class="x">Nghiên cứu mới chứng minh một cách thuyết phục rằng tình trạng mất trí nhớ do tuổi tác không phải là điều không thể tránh khỏi.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">demonstrate something</span> <span class="x">Những bức tranh này <span class="cl">thể hiện</span>his extraordinary <span class="cl">ability </span>as a portrait painter.</span></li>;<li class="" htag="li"><span class="x">Giải thưởng này chứng minh tầm quan trọng mà người dân địa phương đặt ra cho vấn đề an toàn giao thông.</span></li>;<li class="" htag="li"><span class="x">Tuyển tập mới này <span class="cl">trình bày đầy đủ</span> the range and vitality of modern Scottish poetry.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">demonstrate how, what, etc…</span> <span class="x">Nghiên cứu này <span class="cl">chứng minh rõ ràng</span> how fishing can affect an ecosystem.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">demonstrate something to somebody</span> <span class="x">Hãy để tôi chỉ cho bạn thấy một số khó khăn mà chúng ta đang phải đối mặt.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">demonstrate somebody/something to be something</span> <span class="x">Các lý thuyết đã được chứng minh là sai.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">it is demonstrated that…</span> <span class="x">Loại thuốc này đã được chứng minh là có hiệu quả.</span></li>|để chứng minh điều gì đó một cách rõ ràng bằng cách đưa ra bằng chứng hoặc chứng cứ
